row m/z;MCCe0449.mzML Peak area;MCCe0450.mzML Peak area;MCCe0451.mzML Peak area;MCCe0452.mzML Peak area;MCCe0453.mzML Peak area;MCCe0454.mzML Peak area;MCCe0455.mzML Peak area;MCCe0456.mzML Peak area;MCCe0457.mzML Peak area;MCCe0458.mzML Peak area;MCCe0459.mzML Peak area;MCCe0460.mzML Peak area;MCCe0461.mzML Peak area;MCCe0462.mzML Peak area;MCCe0463.mzML Peak area;MCCe0464.mzML Peak area;MCCe0465.mzML Peak area;MCCe0466.mzML Peak area;MCCe0467.mzML Peak area;MCCe0468.mzML Peak area;MCCe0469.mzML Peak area;MCCe0470.mzML Peak area;MCCe0471.mzML Peak area;MCCe0472.mzML Peak area;MCCe0473.mzML Peak area;MCCe0474.mzML Peak area;MCCe0481.mzML Peak area;MCCe0482.mzML Peak area;MCCe0483.mzML Peak area;MCCe0484.mzML Peak area;MCCe0485.mzML Peak area;MCCe0486.mzML Peak area;MCCe0487.mzML Peak area;MCCe0488.mzML Peak area;MCCe0489.mzML Peak area;MCCe0490.mzML Peak area;MCCe0491.mzML Peak area;MCCe0492.mzML Peak area;MCCe0493.mzML Peak area;MCCe0494.mzML Peak area;MCCe0495.mzML Peak area;MCCe0496.mzML Peak area;MCCe0497.mzML Peak area;MCCe0498.mzML Peak area;MCCe0499.mzML Peak area;MCCe0500.mzML Peak area;MCCe0501.mzML Peak area;MCCe0502.mzML Peak area;MCCe0503.mzML Peak area;MCCe0504.mzML Peak area
230.1749536;58.60579;69.08069;105.32001;90.97641;76.527916;51.21499;49.518143;38.423294;40.055122;203.63977;122.63637;83.95229;92.62299;118.52803;130.52362;148.21486;116.94061;111.35392;101.40477;101.99635;89.636215;128.01073;45.08299;151.64706;120.777695;89.20023;361.74893;407.87427;397.28986;528.0889;498.83444;419.45724;501.76245;368.18588;387.02783;444.26135;448.1188;467.61255;354.65454;366.07227;292.74728;403.47333;441.5221;562.69116;638.26544;454.41577;348.06863;431.85385;288.98666;443.71097
230.1749637;1.7263415;13.748554;4.0392656;4.7708054;2.3496604;3.9611444;1.7214009;3.8158581;1.9849036;13.1622715;0;0;0;0;0;0;1.9033705;0;0;2.8975186;1.7571185;0;0;6.153839;0;2.0996618;222.07344;267.92853;265.41153;263.9667;243.6274;257.53842;330.3901;230.00462;298.76367;226.54681;286.19775;263.59528;213.76645;211.22406;228.52858;244.95224;307.0769;358.97614;333.271;216.46742;268.14526;263.1784;141.22148;266.28632
230.2483497;152.21388;175.50351;168.29604;160.70782;169.05133;169.67516;168.67511;179.12813;161.52107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.743439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234.146177;0;7.8259106;18.627903;5.6630077;20.952257;33.75129;1.8279351;1.7297598;26.737514;9.358438;0;0;0;0;0;1.8160228;0;0;0;0;0;14.362852;0;0;0;0;189.58803;267.11243;279.1642;259.83932;269.53903;415.8274;303.2503;244.0108;242.36942;379.6338;625.94904;374.19537;319.92386;208.4399;366.06677;453.16077;315.14752;386.86224;725.8446;209.24702;425.9568;286.13968;308.03464;438.6624
236.1409528;0;0;0;0;0;0;0;0;0;644.3994;263.23273;299.7505;243.68199;296.5836;304.5811;253.54573;288.1319;294.72598;359.37772;331.65356;429.013;376.7457;202.6291;306.34055;395.04312;372.23895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
236.1412597;347.34848;266.63022;282.13513;303.75668;237.92004;251.05846;8.756018;35.320873;111.54496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442.33017;917.2154;307.70465;946.85657;0;20.050735;0;179.63875;12.253651;32.153797;25.975792;228.71597;379.27448;387.40454;988.5356;272.2971;60.458553;0;0;22.73536;153.33986;79.18571;143.53233;219.72612
236.1619232;17.530071;6.2661123;8.529015;32.978104;16.335682;9.2098055;4.1195173;26.506613;19.155058;3.7674718;1.8925581;0;0;0;1.7678151;0;0;0;0;0;0;1.9680035;0;8.1310835;5.7205124;1.7009413;13.532774;402.30978;635.8761;658.93134;1179.6865;735.23584;1747.3752;590.6146;535.7552;87.790146;1030.0785;696.3506;605.2926;105.401;44.748158;603.44354;764.8155;2217.1074;2146.6367;803.40424;790.50525;528.65985;548.9515;761.2369
236.1619814;90.157814;137.73138;207.73024;200.65085;212.78441;216.66678;224.33577;197.53625;188.70474;146.87308;77.753784;141.7177;117.79902;155.2716;141.56113;176.59503;136.70222;151.63565;123.53868;131.87344;143.24448;169.24057;126.768425;162.64262;155.46965;120.790245;1078.6904;1278.2701;1277.9764;1323.3549;1477.0231;1597.2705;1409.6948;1492.8206;1670.4454;1762.388;1699.7186;1730.9009;1573.7643;1569.1759;1498.7661;1489.5244;1664.9379;1717.1062;1722.2643;1815.1069;1742.6497;1607.7745;1590.7272;1548.2926
243.0877885;0;63.79263;63.556164;55.784554;50.75379;51.283745;59.226265;36.92009;29.50175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175.00114;294.56702;41.87485;187.85744;359.68167;77.1324;424.8965;339.2063;288.11475;308.9851;275.75858;422.10876;354.52554;263.32617;116.42828;265.04626;314.02246;296.8678;378.068;296.3069;81.31088;305.33945;288.87073;323.34354
249.1846253;0;0;0;0;36.121128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.9844775;38.60521;0;0;0;0;173.90733;0;0;0;0;299.6898;0;0;0;0;0;0;0;0;0;0;0;0
250.1776204;51.273487;72.8548;118.04581;50.26219;78.1431;104.08596;98.27356;93.99513;101.37722;36.739044;4.764159;40.218834;33.012577;31.031733;24.850933;57.610176;23.755474;34.216568;19.915066;49.72429;23.452314;58.73381;35.60003;52.536026;56.612644;23.645374;167.8662;269.9213;335.12766;280.93723;498.459;375.7352;532.4044;509.59116;483.44144;531.3676;592.5188;533.95447;373.31345;428.3687;573.2553;600.03973;609.8489;573.02094;491.76004;511.41205;581.06335;582.89233;394.12332;710.79114
254.2476893;26.954746;82.3134;263.29675;132.90048;377.78223;116.66676;78.28661;51.069233;99.6992;595.80493;72.7305;101.776924;95.65109;232.23373;107.71225;764.2519;44.879135;156.27449;106.79051;227.61299;136.44456;616.9958;65.418495;610.7393;266.57758;110.30058;1233.8063;1966.8824;1378.412;1444.605;1709.7563;2254.9092;1732.2706;2225.8342;1343.429;2311.7917;2482.1663;2140.068;1584.5575;1319.0062;1841.9187;2764.8167;2628.4407;2137.3633;3082.873;1620.2493;2012.9001;2407.316;1341.7833;3577.5417
255.1590526;134.25717;78.92817;119.52429;134.74585;113.30846;124.842354;124.28062;66.404724;63.520683;315.661;121.399;70.892204;107.2599;168.38959;167.29451;142.70294;157.94194;157.12302;222.36221;179.9554;192.03845;210.48463;71.37573;142.08154;211.03156;158.80783;250.28401;484.3215;135.04515;520.6814;4.8421593;31.519184;5.5673676;6.213356;22.148043;7.5500135;29.597527;10.477345;193.12987;249.14032;542.92065;250.91847;10.747475;9.683722;29.020754;6.831356;44.708965;39.757057;43.06456;32.52731
257.1857486;356.18494;216.96771;244.2268;245.56007;311.0707;132.12314;244.83202;291.10403;268.1752;787.1633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.309064;0;0;0;0;0;0;0;0;0;1.6964927
263.2365951;51.817745;56.17454;434.6358;29.659231;412.7125;49.975063;69.329;72.38687;102.90396;665.2127;58.602398;203.03645;317.65643;228.48401;118.93845;855.2001;240.62747;189.71703;128.89163;395.06525;239.49533;613.4616;244.62589;581.08636;628.6198;82.68312;187.10367;223.67516;287.21866;395.83798;449.11743;316.4877;390.2655;624.14386;129.3674;507.22064;641.1752;332.51147;155.77863;204.74088;525.1008;887.50885;315.56232;477.80307;903.5294;402.54544;500.06863;606.01495;307.15906;1112.3064
265.0155474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308.5369;0;0;0;0;0;0;0;0;0;2206.8975;0;0;0;0;0;0;0;0;920.0892;0;0;0
265.2523902;238.38219;107.30392;732.89685;164.13089;808.6866;177.53038;155.8213;123.37166;207.39476;1312.4915;400.27313;719.80115;773.2092;1040.1692;770.79224;1460.8673;713.4114;779.95667;791.28656;1076.2213;715.90753;1200.5543;803.4704;1182.1221;1073.7976;487.2491;116.221886;156.50754;110.15054;177.8604;159.74193;164.52444;172.2014;205.24323;59.845932;220.9468;282.47308;182.54457;123.87172;137.25655;167.40846;250.45319;402.89398;176.51631;236.42542;87.93525;168.54793;230.74356;120.58825;298.26184
267.0140258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89.99939;0;0;0;0;0;0;0;0;0;678.4199;0;0;0;0;0;0;0;0;280.69714;0;0;0
272.1856868;148.93625;80.886925;105.42597;142.53635;119.06368;105.19555;159.06021;108.4702;90.96358;60.174416;0;0;0;0;0;0;0;3.1727576;0;15.305327;56.51755;9.50722;23.27608;39.138428;45.016056;46.022614;217.71739;265.88293;174.66806;264.93454;0;0;0;0;0;1.8884927;0;0;210.40123;168.56075;264.11777;191.98083;0;0;0;0;0;0;0;0
276.1933126;151.07938;201.09601;589.73694;185.3321;256.45776;214.06343;207.87125;170.48787;231.58115;81.036964;40.314377;83.47984;70.54527;115.015366;58.025913;162.0493;67.250916;30.033543;77.20918;127.17069;59.72609;127.91957;52.460102;119.4447;108.63754;47.249683;1312.4332;1759.2388;1555.139;1736.0446;1914.3966;2203.0784;2046.2927;2217.4626;1740.4202;2337.186;2500.4119;2260.9604;2038.226;1878.9781;2204.893;2574.192;2457.786;2506.9358;2549.0981;1953.9176;2385.8247;2574.5398;1804.6332;2937.1743
277.1411354;138.15625;108.4832;70.82365;110.06407;104.368095;73.14114;113.05643;78.1471;72.86563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.208496;240.47874;80.41705;233.42259;1.9457469;3.584816;0;2.4228058;2.0588155;4.1044464;1.8033707;7.2605653;99.49408;125.97779;253.43555;34.295586;6.1181526;2.4685001;2.3664162;0;21.916698;22.770245;22.434258;11.721067
280.2633773;1.6941959;45.579975;34.436165;35.611706;9.516092;32.219574;20.389507;2.5118618;2.1044147;100.042595;41.77401;12.113424;9.212458;30.599922;40.92361;45.054028;28.460968;39.403988;33.90858;24.557611;29.08982;46.538113;2.540184;47.257786;48.366383;7.7357583;2557.628;108.46494;640.5796;15.233264;70.70582;296.834;90.04209;135.09557;114.961845;202.06635;106.19104;141.21954;27.250854;27.515953;17.840488;304.76886;463.35004;129.92976;48.089798;72.191246;146.95479;117.94222;222.47148;314.02603
280.2637632;2582.6052;3110.0898;8412.751;4027.904;10110.986;4133.34;4248.9805;2729.1177;3830.2927;8836.121;2819.5278;4325.026;4777.576;7062.798;4580.213;10959.918;4355.8984;5023.373;4762.0483;7607.533;4826.3745;9038.954;4469.142;8160.3403;7879.1533;3409.7463;17339.113;25343.418;19721.256;21268.266;26274.676;34173.85;25163.416;33835.195;16650.629;32890.207;36462.65;31007.752;23192.629;18730.334;27690.406;44313.805;40349.41;32746.299;47819.203;22103.768;30682.71;34561.33;17882.062;57738.188
282.3620523;0;0;0;0;0;0;0;0;0;3928.9834;0;1482.7097;1237.7479;2842.6736;2107.7644;5438.715;1701.1295;2032.6921;1676.6986;3514.1135;1961.3156;3911.575;2144.534;4078.372;3210.8855;295.47696;0;0;0;0;0;0;0;1612.4209;0;1520.3899;1655.5002;0;0;0;1417.8605;3254.4087;3118.1587;0;1824.2102;0;1453.9429;1522.5875;0;3754.7246
290.2090527;42.947056;56.164223;101.350334;59.6705;73.758095;73.558395;31.805834;51.707302;80.33113;2.718934;0;0;0;1.7785673;0;8.650093;0;0;0;10.0428505;10.578057;7.1713405;9.9989195;15.862221;5.1449404;0;209.7731;315.5342;304.03616;284.84048;406.1879;429.2267;318.05896;376.01962;249.23856;394.56497;440.29752;359.64087;282.69293;364.58435;341.51834;439.66678;375.77338;370.33655;856.21375;305.7907;352.79236;451.86707;342.1171;471.02734
293.1001913;0;0;27.79161;0;6.0846434;407.99316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7857503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
296.2583641;11.539296;50.261955;47.939293;36.023018;4.2246656;17.33363;78.52976;65.64147;36.444546;44.8448;11.134107;5.5991917;8.519007;12.581736;15.730318;48.44333;2.2916672;28.169418;19.787512;15.961413;5.350767;25.475882;12.668658;58.607777;16.894043;3.4683576;2783.051;49.497665;286.45206;128.63129;81.3775;129.54971;133.51933;194.40752;253.93265;242.54349;380.29788;174.82112;352.62073;18.837402;70.816345;250.34119;1145.5138;256.51062;98.05681;310.65714;199.39796;195.02806;934.89246;150.94255
297.1333454;20.047382;51.7585;29.199991;50.25029;35.083572;25.207798;28.27639;22.902401;51.838646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292.3215;439.19498;274.37207;311.74054;160.51215;121.858536;133.6633;131.33478;81.594734;131.86765;127.46189;230.1075;299.63907;173.80313;397.52832;310.39984;127.23647;162.22363;124.00643;97.856415;131.60442;194.9273;136.57117;157.96811
300.2169838;642.2216;558.29254;585.4279;584.91956;510.0467;618.529;612.12146;502.3889;476.1785;889.4337;459.20505;501.86365;460.91226;528.16504;501.09113;492.59723;358.78934;418.86237;601.87146;545.3059;575.1768;690.54913;457.4124;461.5389;682.5657;582.26886;1914.7172;2348.3337;1635.9346;2359.6602;2.1821003;0;2.8632002;8.369292;6.9220824;29.632326;0;20.371296;1606.1888;1463.5565;3218.3794;1751.1921;2.6060884;35.34626;1.8896184;32.578438;0;17.158691;6.190448;4.5377517
301.2528274;61.015327;199.12064;295.97302;225.42908;503.75168;212.26814;39.800983;103.16514;155.42697;584.73566;47.25675;183.67781;319.59787;381.95648;344.89114;685.5464;337.06763;381.15106;340.20908;556.4058;334.73093;557.92505;329.78033;635.8652;566.02625;182.40082;23.73949;43.02289;42.628048;19.850662;72.87468;112.31086;0;128.1002;21.635143;153.28052;47.631577;26.050716;87.04921;48.542828;28.554115;91.42665;131.39648;62.34593;21.753628;21.373463;32.466976;58.510002;51.180855;106.75726
304.2609756;7.8111267;9.808541;55.548325;43.40018;181.60356;5.4270797;17.65764;32.448353;34.08338;16.744251;0;0;0;0;0;0;0;0;0;0;0;14.611385;0;17.844685;0;0;491.0917;972.9299;867.92914;962.7425;1081.1686;1277.6888;1042.3003;1356.4825;493.11826;1239.7894;1357.4216;1270.2041;1094.9869;1027.4355;1155.3538;1510.595;1431.74;1156.8236;1515.706;1016.2037;1373.2676;1458.8678;960.123;1739.7676
305.1567223;88.84144;132.39203;0;438.20126;0;0;0;0;0;12.5468025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2683966;0;0;0;2.360936;21.266687;0;0;6.0926795;0;5.8076067;4.0261374;1.7414002;13.874293;0;0;0;6.325906;0;0;59.576694;8.552326;0;9.349422
308.1857734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.265318;7.2659197;131.75131;0;0;0;33.34194;0;0;0;0;0;9.364725;247.34052;96.80269;99.05104;0;0;78.78152
310.3106558;2901.3313;3475.9395;7651.1187;4293.8955;9081.589;4150.415;4658.6133;3247.1177;4068.8167;13093.075;4783.2217;6627.284;7268.9404;10276.999;7685.8096;15504.892;7170.716;8109.2886;7762.349;11122.254;7234.861;12318.31;7801.793;12917.355;11013.2705;5269.078;8995.567;13497.004;10720.754;11094.735;12829.725;16648.584;12614.103;16225.188;9837.973;16471.758;17998.312;15624.065;13068.565;9853.901;14223.244;21137.297;19938.219;16158.904;20206.701;12283.609;15803.77;16990.418;9881.948;25677.564
312.3261473;408.69598;452.63437;641.07196;488.22598;687.18555;434.6398;449.13004;434.7384;501.16757;2396.031;1194.9761;1169.9453;1243.4604;1640.4976;1372.713;2271.7842;1563.9723;1487.6254;1425.3302;1695.4731;1263.1855;1779.2587;1238.8083;2099.7832;2021.9757;1063.3928;723.42554;777.7687;811.88605;750.7136;922.29785;1074.7322;948.2594;1109.8618;1020.4268;1247.8862;1173.3385;1137.1193;959.2283;741.7845;902.2753;1385.5897;1261.7622;1047.625;1313.1157;1019.705;1255.9414;1309.771;807.9773;1585.2761
313.089288;196.66731;127.77271;93.2469;107.76994;32.831444;68.13854;78.443344;49.502235;37.38491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212.03604;310.38235;81.393234;353.5449;16.425192;45.43552;2.2607243;53.377544;7.382508;97.78422;33.772976;171.92085;88.33716;104.48938;365.01382;107.69763;57.611664;54.429813;4.002487;82.55513;163.66605;171.31291;152.98608;127.546165
315.1929384;0;0;0;417.84235;0;0;0;262.33514;28.269604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.50507;4.601433;150.11877;135.58716;1.8312595;5.766841;1.7622952;265.54736;0;1.8607612;1.8964032;6.3511376;1.7707293;179.80319;13.985142;21.720352;259.36536;297.1929;423.79565;180.151;8.118433;183.9679;100.85481;162.31053
316.2118852;1718.192;1213.1823;1303.885;1519.436;1393.2904;1385.5867;1630.8301;1328.8202;1189.6816;2413.5115;1069.2833;1311.6776;1184.405;1050.1064;820.02527;1048.3418;1017.36847;1180.0153;1356.5073;1402.847;1576.9109;735.62805;1145.3243;1168.7434;1226.016;1235.5613;3591.0574;3766.2078;3223.9734;3952.855;28.682377;0;13.092977;78.575516;48.233047;27.029728;1.9489505;151.98378;3115.1177;2865.6333;4596.761;2881.4775;52.62701;84.51165;9.558305;45.188004;5.759965;32.40574;53.565327;75.05441
316.2244404;132.74425;175.88443;179.19768;174.34685;195.6699;147.26495;181.7799;158.8915;165.3047;12.631337;0;0;0;14.1855;5.9529653;14.003331;0;0;0;3.648676;12.459266;5.6638703;10.633644;37.390194;9.673895;1.7192864;218.90355;258.60788;166.51163;235.83473;297.2421;387.30304;268.0396;139.58636;291.629;393.10147;361.52557;275.01028;210.79001;156.2237;260.17877;341.44986;313.50577;272.2888;176.13904;248.10512;350.5985;315.59967;94.47961;261.4672
318.1652764;139.78838;202.16231;0;563.09644;0;0;0;8.253523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.077305;0;0;0
318.2400879;426.2535;664.72205;565.1207;598.3559;473.99423;523.20825;778.1909;1700.5504;705.2062;258.56787;162.07379;162.03766;183.43777;260.8627;215.95137;264.12906;83.19862;184.55096;237.41382;148.51997;135.64713;149.13461;148.38177;331.74402;131.96948;107.75044;4910.4043;2737.1316;3309.28;2714.223;1996.874;3675.3865;2735.4854;3004.305;2982.9114;3503.6575;3949.31;2690.432;3356.6555;1378.2723;1938.7385;3604.9126;3877.5242;2872.0376;1892.9314;2947.6362;3066.6165;3444.8882;2917.421;3042.431
320.1620988;191.5898;136.88074;121.79672;197.10315;68.25809;175.83269;188.00417;109.41823;81.40263;248.04218;40.471996;59.49532;42.971607;31.177206;41.222794;33.16608;25.226156;63.48211;101.03337;94.91077;102.2986;67.07103;31.904686;33.68898;68.25873;41.28729;301.11545;697.01154;197.19809;640.9385;0;0;0;0;0;0;0;28.305145;168.05753;184.5377;870.7873;216.21494;0;0;0;0;0;0;0;0
320.2557575;26.742794;39.24179;62.48621;27.835947;35.518227;23.453365;45.104317;30.464243;36.68996;71.602325;93.08288;19.730202;35.749187;33.08405;73.93475;93.98515;25.852385;55.35114;60.343925;70.257126;45.65668;77.044586;45.716896;33.51153;62.08036;19.476744;1324.1135;867.6141;727.48157;666.51434;866.02594;1785.705;1560.0084;1458.6401;1262.7609;710.55945;2028.6353;826.91113;1549.774;510.32428;765.6678;1909.4761;1776.7097;1877.3024;1840.7229;1410.0562;1283.5017;968.7752;705.4754;1823.7723
320.2557915;129.77065;254.85184;198.01117;310.1077;224.13992;174.06822;292.1577;336.68253;260.09683;125.61698;68.10839;46.815502;53.731625;56.073566;72.91183;91.29334;69.668816;47.373924;68.71551;15.259021;46.098618;46.05302;13.653834;41.504776;39.855423;63.77034;1236.1754;407.3124;502.22763;341.00003;392.15668;567.4714;430.6421;491.51144;466.12576;554.64923;619.2544;471.08432;533.6244;49.81772;398.45538;554.8781;616.2835;493.85196;398.73932;477.94815;495.69907;573.26514;435.73148;540.62396
321.1308636;461.06424;92.36592;211.09703;621.60785;352.21722;911.90674;465.0507;493.92932;477.4113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194.94096;326.07074;299.60638;780.85693;446.23083;0;25.758661;14.867994;58.97609;98.99075;186.31659;87.856865;224.79462;665.58044;505.39316;132.2881;0;2.2636712;32.389114;51.583134;4.9026613;6.410309;95.696465;89.04763
324.1416623;0;0;20.729301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211.98064;251.25397;103.08798;416.7272;0;54.799683;0;77.24982;0;0;54.52485;169.84772;136.63719;173.24757;447.55197;71.448685;110.29062;0;0;37.23971;93.03715;87.17651;44.671192;65.386314
330.2272121;2.1909542;9.171987;3.8178935;5.719941;11.115969;13.19066;1.8613572;0;1.8932683;3.7071378;0;0;0;0;0;0;0;0;0;0;12.755088;0;0;0;5.5181594;1.7001437;574.9419;379.1646;326.22833;487.48932;41.830875;29.129786;16.734415;90.328575;31.983541;88.38462;43.734863;0;463.26053;445.05243;575.5445;362.85608;74.49931;78.78986;25.510258;16.062443;0;49.015488;40.446106;122.26697
334.1778106;598.8049;399.25055;484.57336;488.69455;444.01773;468.62143;417.11554;324.7158;276.90845;800.39197;261.16855;286.05557;270.99182;222.2129;206.47545;243.59116;229.1391;278.74228;362.0153;374.28177;399.88254;220.44682;222.80086;249.11852;318.9802;322.1693;637.5343;1175.7124;522.0486;1120.5454;56.607323;7.4886236;2.272817;29.73764;6.2826424;48.471912;19.589191;214.62512;379.86838;340.65073;1317.477;350.27954;51.503086;53.649445;28.66595;15.976171;46.56592;46.335495;81.043755;79.01066
334.2354033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2064.3958;0;68.42952;0;0;11.331003;1.8576989;0;0;0;0;0;0;0;0;26.41272;41.112858;0;0;0;0;0;44.96736;0
336.1567851;1.8222139;9.282527;7.7101164;22.605268;3.6987777;8.602789;9.8768425;2.0943584;2.0709097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.14155;221.18726;41.99371;211.71132;1.7166659;0;0;0;0;2.6317825;0;10.600242;65.68974;71.29139;263.97348;109.814354;1.7677011;0;0;0;8.391628;9.716188;4.436882;2.6728003
336.1753062;162.10919;110.96483;132.90175;147.09428;91.68413;112.96197;114.8778;97.89667;70.462685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169.21439;362.91653;94.53959;358.97165;6.0595255;0;0;3.1700947;0;0;0;89.98535;79.5491;95.815025;425.4044;107.788055;0;2.4923937;0;0;12.695447;0;4.8242016;6.061831
336.2507541;0;6.2865767;95.986176;36.550827;21.770649;161.6519;103.30512;7.822898;70.686646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16201.3545;2.3836086;2350.6406;6.546359;22.80063;838.20953;150.93059;39.12091;2.2617886;0;2.4012957;1.7901034;75.78237;23.503574;0;848.23615;836.6832;10.876062;47.344646;0;12.733145;14.096899;1711.224;9.564919
349.1828965;168.21674;190.95993;0;609.45715;0;0;0;11.420453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.755126;0;1.675468;0;0;1.9003544;0;0;0;0;2.0594256;0;0;0;0;0;0;0;0;0;269.60275;1.9329143;0;0
350.1723631;31.93741;2.5081348;23.32715;27.87816;1.7822669;3.8120022;6.203537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.261063;111.48981;15.271935;143.73557;1.9716818;24.939333;0;16.454998;1.7951291;8.160651;13.704934;20.825966;21.920666;34.61623;229.05865;18.948238;30.892641;7.60303;0;4.88886;27.712408;49.16281;6.3264093;9.714085
350.2660073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247.3295;469.4137;416.67215;461.4205;518.1368;589.39716;485.41513;388.90323;407.88025;610.5222;476.34122;417.0797;361.1163;313.51242;499.99692;704.0599;677.6389;590.7807;756.66174;433.37537;621.5765;659.5728;365.6316;831.3208
352.2244472;0;0;1.9283128;0;0;32.15251;6.7695603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1649.6365;0;521.67633;0;0;91.02558;19.784468;1.7126042;0;0;0;0;1.7295709;0;0;48.91588;80.7201;0;1.8908646;0;0;0;483.84717;0
352.2457033;3484.641;3384.969;4889.67;3870.798;4099.7314;3219.5095;2766.483;2897.8228;3386.5974;2074.9915;1617.5896;989.8094;1528.6481;1659.3093;2065.7703;2018.0737;1744.3096;1735.4089;1451.0479;1137.6663;1391.2388;1799.6078;634.2198;1885.6633;1769.1917;1035.8855;13347.925;15101.505;16355.968;18638.434;16361.522;16377.325;20303.893;15238.916;17123.338;16411.05;19739.455;16689.402;14509.356;12798.677;12909.1455;18048.945;18444.684;23726.96;23151.023;16387.904;14685.919;18000.787;10958.142;22095.273
357.2145012;214.16415;153.21983;156.97583;191.64703;110.22004;164.31105;211.03389;157.3603;39.769096;328.0082;84.442055;130.24925;131.007;69.40327;75.4315;95.67593;72.315796;138.2122;141.63408;205.10135;193.3359;13.8628645;72.646935;147.49278;163.68336;149.40288;605.1276;559.59705;531.65314;702.9618;0;0;0;0;0;0;0;0;632.6051;449.92062;649.3503;350.91522;0;0;0;0;0;0;0;0
357.3358704;0;0;0;0;0;0;0;0;0;10.930407;0;0;0;0;0;0;0;0;1.8917617;0;5.2969494;0;0;0;0;0;38.867134;196.26833;34.150146;143.63043;27.521286;14.025335;2.0240936;27.806232;2.692088;44.852036;2.0053515;24.378057;33.71725;49.61039;205.19228;59.317524;15.536899;22.727613;0;8.125644;33.135338;34.804176;2.748001;44.039356
364.2817042;0;0;0;0;0;1.712575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1796.275;0;40.40349;0;0;8.901444;2.3784971;0;0;0;0;0;0;0;0;10.270272;2.6096582;0;0;0;0;0;36.31967;0
368.2193728;1031.5487;1361.2991;1632.7245;1469.9545;1450.1642;1367.8389;972.9153;1020.4767;1387.4547;79.922806;71.61033;66.2142;53.633396;73.07287;85.42036;60.681057;91.61175;123.308235;85.68012;117.7362;109.210495;113.50867;106.27213;124.12209;81.56298;120.14986;2600.8013;3325.4775;3984.3967;4252.7676;4490.886;4446.4546;5326.546;4436.657;4726.749;4516.2314;4833.9497;4658.105;4417.6216;4238.6333;4059.924;4916.752;5039.743;5501.0586;5789.5615;5013.1553;4394.704;4958.6943;3862.2349;5254.732
368.2466259;35.15088;37.62676;50.491524;49.110306;71.654076;54.127853;61.648956;47.963825;41.813797;283.39508;182.09906;175.368;192.4441;235.51033;194.6267;242.26892;219.43315;187.25383;253.87958;257.00262;237.22343;292.2654;171.69952;249.10207;281.56992;217.78622;0;15.064758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
