1293;1293;1293;1505;2343;1824;1543;1212;645;1814;987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1933;1933;1933;1980;1880;1930;1991;2343;2287;1809;2090;1679;2138;1828;2448;1535;2149;2147;2085;0;0;0
459;459;459;373;1857;76;1348;146;1876;2859;2170;1815;1815;1815;2687;2441;2005;1431;5760;2596;3216;2166;5796;2238;1326;2013;2026;2096;2555;1842;28;28;28
1027;1027;1027;507;409;693;581;219;193;645;384;1393;1393;1393;737;791;580;327;10919;2226;711;802;6718;839;297;692;0;1781;439;379;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;3014;180;1308;196;483;1322;3053;2370;0;261;1396;0;279;1224;0;23;0;0;0
23;23;23;0;0;45;0;47;0;0;36;37;37;37;0;50;245;305;49;222;130;7;186;4517;89;8;0;0;165;0;203;203;203
0;0;0;0;0;0;0;0;0;0;0;0;0;0;2783;1553;3129;1001;1727;2203;3444;2707;153;747;2670;1265;1619;2874;2001;101;0;0;0
1763;1763;1763;1667;2457;2174;1954;1726;1372;1359;2043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1656;1656;1656;493;6828;5108;9741;5133;5401;5023;5273;643;643;643;334;137;618;861;776;1244;718;84;84;22;56;0;0;0;21;143;0;0;0
0;0;0;0;0;0;70;0;0;0;0;289;289;289;255;923;1591;2587;411;3053;381;662;245;612;418;2611;102;248;219;714;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1474;1474;1474;2326;1487;1588;2183;822;696;2832;1909;2220;2025;580;2188;1055;2281;2400;1848;0;0;0
1758;1758;1758;2235;2502;2572;2252;1942;1650;943;2061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
570;570;570;0;1338;550;691;461;1202;5149;3687;1733;1733;1733;3227;3132;2195;2759;2391;1866;4502;3348;2931;2412;1201;2341;3893;2045;3029;2063;1970;1970;1970
0;0;0;134;542;4156;2229;212;4660;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;2842;1560;2039;1732;1601;2518;3006;1349;0;616;3215;1303;1079;2232;508;1010;0;0;0
1597;1597;1597;1831;3719;3046;3657;2892;3280;2664;2960;23;23;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;65;65;156;754;2962;276;0;0;52;0;0;0;0;23;0;0;0;21;21;0;0;23;0;0;0;21;0;0;21;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;10412;10462;11410;8573;8727;10119;9897;9562;14746;11348;10302;11690;10423;9417;11508;11145;0;0;0
0;0;0;5049;5580;4485;5406;4990;5483;4037;5027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
839;839;839;1076;658;2148;924;2720;1833;2855;2197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1598;1598;1598;1448;959;498;1091;512;20;2011;711;937;1946;3092;98;1589;729;881;1674;0;0;0
1079;1079;1079;2088;1904;1955;1298;1356;31;1921;1785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
572;572;572;543;444;285;142;175;0;2048;1063;1386;1386;1386;1184;1584;1532;940;5287;1926;1514;1796;5057;1530;511;1773;1551;1760;1811;666;190;190;190
0;0;0;0;0;0;0;0;0;0;0;0;0;0;2448;2472;1864;828;283;1905;2674;2342;0;794;2440;1650;556;1462;99;1250;0;0;0
0;0;0;0;0;2305;0;0;0;659;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;105;0;327;0;0;0;0;0;0;0;0;0;162;0;1956;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11176;0;0;0;0;0;0;0;0;0;0
0;0;0;456;21;0;3082;905;0;0;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1715;1715;1715;1547;1315;732;742;801;1629;3731;962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
591;591;591;2232;2333;2846;2466;3163;3350;1943;1288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1761;1761;1761;1263;1458;1381;1513;2258;1979;1472;1864;1257;1580;1462;34;568;42;30;1235;0;0;0
1241;1241;1241;870;1002;976;0;713;0;982;0;1392;1392;1392;1520;1115;1286;915;1590;1180;1113;1176;1688;1176;1468;1378;878;1143;1175;941;0;0;0
0;0;0;0;0;0;0;0;0;0;0;880;880;880;442;381;508;580;813;698;853;1261;872;1283;772;1059;524;2327;834;421;308;308;308
0;0;0;0;0;0;0;0;0;0;0;627;627;627;3573;20;1524;348;187;2344;235;384;4001;2979;67;3273;25;26;2261;1500;0;0;0
593;593;593;1484;1156;1670;1403;1852;2139;2036;1917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1120;1120;1120;1562;2230;1643;2374;2021;2220;877;1968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;858;858;858;114;1312;1085;2044;248;4006;830;946;916;2737;530;1980;545;1537;1609;847;0;0;0
1171;1171;1171;2495;2266;1314;1230;1589;2633;2943;3075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518;518;518;864;0;2481;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1606;1606;1606;1070;632;425;1254;1277;329;589;1170;438;939;412;2449;182;874;1373;1507;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3946;0;0;0;0;0;0;0;0;0;0
1556;1556;1556;253;521;494;137;4612;0;0;21;838;838;838;136;334;165;701;74;1175;895;1193;507;291;117;718;667;343;1840;65;0;0;0
0;0;0;0;0;0;0;0;0;0;0;931;931;931;848;622;778;850;929;519;985;2826;540;982;1159;799;565;369;593;706;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2224;0;0;0;0;0;0;0;0;0;0
336;336;336;1659;214;3106;182;271;426;334;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1994;1994;1994;1047;3004;1365;1914;674;319;427;822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;159;3493;534;2183;25651;178;633;665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1482;1482;1482;524;1231;946;2520;1207;4132;877;399;1551;2625;1608;3428;1701;3286;2783;1267;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;3193;5932;3350;3051;4030;3289;4383;4552;3635;2541;1192;2956;4475;5284;2502;2204;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1537;1537;1537;1243;1553;1742;1764;1012;1866;1368;1576;1877;1537;1316;1366;1332;1080;1094;1193;1791;1791;1791
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4641;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1482;1482;1482;981;1804;1350;1602;2334;3203;2184;1705;1203;1697;1102;2204;2538;2989;1917;1010;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;2615;404;1365;41;691;879;4413;1380;0;33;1539;0;115;66;0;0;0;0;0
819;819;819;1043;0;2670;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;770;0;395;6391;0;192;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1274;1274;1274;691;618;3850;561;0;254;4116;3296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
521;521;521;531;0;3377;102;0;0;3078;3725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
963;963;963;951;0;2969;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;7866;9573;3525;8441;4587;6128;3794;5134;0;8501;7072;7357;6545;9780;6126;8981;0;0;0
0;0;0;25;0;26150;0;0;0;17133;3080;0;0;0;23;0;0;0;0;0;0;122;0;24;26;876;426;523;0;44;0;0;0
0;0;0;0;0;0;0;0;0;0;0;167;167;167;1257;1224;1736;1512;1671;3200;982;1458;456;2233;417;2706;1342;1413;2127;321;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1316;1051;1287;0;0;0;0;2279;8641;2536;814;380;0;896;411;0;0;0
0;0;0;0;0;2800;0;0;0;1992;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0
675;675;675;1842;4238;1667;3954;411;51;2506;1374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;7285;727;4651;1902;2937;6740;11779;6371;0;1022;3651;149;1682;2992;0;310;0;0;0
0;0;0;0;0;7208;0;0;0;5672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1907;1907;1907;2046;0;4589;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;7058;0;0;0;4014;697;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;25;47;0;0;0;0;0
0;0;0;404;0;0;2310;186;0;0;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2560;733;63;0;0;0;1151;637;0;0;0
0;0;0;2324;7152;3661;4501;10528;9067;2026;5290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1281;2214;1138;948;2857;7490;702;1223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1918;6635;3987;4740;10549;9738;2109;5417;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;94;36;0;0;0
0;0;0;0;0;0;0;0;0;0;0;238;238;238;46;0;22;549;301;160;34;3660;163;238;45;891;0;21;103;652;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1656;1656;1656;811;470;749;573;540;221;277;507;609;781;261;1108;267;225;584;1307;203;203;203
0;0;0;0;0;0;0;0;0;0;0;1779;1779;1779;559;1135;818;407;462;93;315;743;401;1134;1712;22;479;845;634;553;0;0;0
804;804;804;24;0;1075;55;2085;0;175;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1045;1045;1045;1171;0;2930;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;386;2015;1023;24;2980;2549;232;1490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;618;2114;815;572;3207;2722;31;604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;3625;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0
0;0;0;23;995;0;1224;3483;822;1540;939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1863;1863;1863;1876;73;1419;1667;100;1589;55;1409;2523;969;2388;2854;0;165;2320;1817;0;0;0
1163;1163;1163;1214;0;2821;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
852;852;852;1136;0;2947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
883;883;883;456;0;2406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1632;1632;1632;1689;0;3707;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1076;1076;1076;97;426;291;248;911;2098;326;24;530;530;530;65;252;25;0;225;85;27;48;60;0;139;160;0;22;178;19;0;0;0
0;0;0;0;0;0;0;0;0;0;0;21;21;21;688;2718;1294;3280;7202;858;2215;2020;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;3952;78;3236;27082;989;2708;2306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;9913;46471;17838;51270;107540;37370;61503;39430;0;0;0;0;0;0;26;1192;0;0;0;0;0;0;0;0;0;0;0;0;0;0
