0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.854.541;11.220.177;12.922.453;14.876.184;1.400.588;10.289.808;17.671.124;15.209.903;14.521.281;11.812.371;15.015.106;18.245.299;10.705.524;63.584.282;53.273.563;17.986.647;16.610.547;21.120.229;17.019.807;75.242.775;12.297.299;123.306.305;8.935.567;1.693.602
12.070.676;11.179.036;1.481.366;11.492.644;13.821.944;1.038.578;7.883.936;9.964.567;11.640.152;45.753.812;22.089.284;1.978.158;2.046.335;2.360.906;31.251.086;2.949.653;27.541.458;24.510.019;1.988.843;20.888.618;20.534.337;27.066.403;18.329.039;28.117.593;27.057.092;19.462.206;76.037.134;7.762.558;102.393.756;11.059.696;80.725.336;8.939.419;10.161.433;94.202.405;10.323.419;9.201.324;1.056.933;8.710.695;87.663.165;7.634.859;69.770.557;10.626.338;10.652.897;13.617.147;13.862.301;83.801.196;87.598.193;10.271.917;6.161.625;11.675.934
1.476.211;33.968.497;0;6.111.979;0;0;0;6.063.987;0;283.664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39.704.037;31.043.545;8.567.799;9.949.064;91.274.574;15.251.291;16.183.536;39.604.958;15.523.392;88.378.105;79.203.354;11.998.431;15.217.345;104.557.724;12.746.528;97.402.885;11.200.337;9.904.451;11.788.758;13.504.747;13.150.143;11.257.593;10.936.497;11.320.548;11.883.895;125.594.604;1.279.517;13.772.351;15.608.606;16.020.143;16.740.989;17.318.682;17.246.759;16.903.616;17.875.814;16.942.751;17.633.484;17.249.628;17.835.558;16.759.061;17.281.764;18.330.492;19.621.249;18.681.101;17.062.324;18.407.448;18.160.735;17.004.631;17.942.388;1.713.701
36.360.583;3.569.705;45.744.922;38.172.415;39.737.653;3.410.615;2.791.074;33.360.364;36.698.273;28.201.227;19.365.422;13.801.794;13.095.282;16.288.805;20.943.082;20.350.148;21.810.352;22.101.842;16.057.874;17.557.114;13.615.862;21.026.968;13.625.162;25.371.144;19.678.586;16.684.384;10.980.697;13.522.809;13.767.474;1.994.356;15.007.083;2.308.556;23.764.678;2.149.418;1.876.912;21.827.808;24.154.373;20.933.086;14.902.052;13.647.267;18.931.901;24.638.347;23.373.806;24.392.595;27.228.127;881.523;21.409.734;23.791.729;17.400.363;29.315.212
7.421.504;10.704.945;9.848.215;10.060.674;23.157.473;24.515.652;0;0;0;19.126.167;4.498.925;63.211.994;21.715.158;50.535.576;8.705.882;42.222.744;10.421.026;13.511.026;36.121.517;49.664.288;6.792.345;4.175.422;56.839.214;10.841.416;57.010.487;35.969.913;10.486.182;37.834.622;719.334;39.482.675;23.827.157;17.258.059;0;3.858.059;79.172.897;23.324.963;46.639.793;6.479.797;13.365.022;15.841.452;39.811.905;73.749.535;9.633.573;0;0;27.541.744;3.866.678;21.560.215;28.935.823;60.706.238
0;0;2.713.048;0;0;0;0;0;0;6.186.481;5.235.555;52.704.065;51.200.586;59.996.375;5.341.449;5.357.831;48.685.376;50.937.775;3.950.724;5.405.726;57.855.585;5.161.292;55.613.684;52.236.053;4.829.005;44.376.315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.895.967;0;2.045.268;55.423.523;16.542.216;12.621.341;10.655.984;35.176.907;578.857;25.597.278;15.353.772;74.635.605;22.900.034;3.229.568;449.727;0;5.339.826;0;4.101.591;0;0;8.168.864;7.208.496;17.754.332
34.918.976;3.183.526;43.022.855;38.894.543;3.886.479;34.617.657;2.644.863;32.270.175;3.304.663;55.055.363;43.522.804;13.094.616;32.618.557;1.881.361;5.154.613;644.769;17.515.144;53.746.998;3.783.151;17.276.669;6.687.601;89.770.874;7.869.837;13.413.103;98.890.594;8.453.641;26.278.445;34.580.344;33.220.914;34.934.534;3.332.586;31.560.318;41.693.124;23.998.953;3.339.238;31.182.043;40.767.728;32.993.808;3.229.526;23.038.597;31.757.715;330.346;3.341.321;47.962.985;33.029.843;31.228.732;26.162.207;38.681.125;18.543.723;39.631.503
23.316.594;20.947.854;21.758.352;2.131.971;2.128.679;15.626.149;19.591.248;2.236.515;20.540.396;35.106.902;32.269.714;35.545.793;3398.79;32.902.478;31.497.542;3.517.604;31.454.001;32.778.792;31.764.531;30.563.484;31.092.302;31.899.937;31.050.208;31.584.485;32.056.929;32.035.105;5.418.834;3.697.167;54.274.774;66.546.735;38.355.865;7.363.661;5.912.317;5.740.719;536.901;58.388.617;48.253.345;5.475.751;5.340.677;5.077.661;5.265.337;5.035.902;35.378.055;56.880.676;38.730.972;4.332.572;58.771.497;43.908.618;5.650.938;5.869.074
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.471.438;11.538.889;21.324.574;54.187.546;15.687.987;9.056.872;62.302.094;19.147.535;4.879.735;24.975.985;7.304.892;13.086.613;7.063.793;19.519.516;78.582.444;4.375.275;10.122.614;8.266.985;8.788.375;8.791.512;1.740.784;6.007.664;58.125.538;15.830.116
12.202.257;16.117.819;4.452.555;4.957.691;47.952.232;3.534.204;6.858.293;77.152.756;4.441.867;5.302.034;52.437.096;3.456.711;70.556.015;51.160.156;63.967.342;57.550.495;7.879.314;6.480.478;49.024.372;6.734.047;49.033.752;49.834.404;42.454.605;59.087.086;49.330.276;53.208.122;32.420.325;34.777.087;34.031.308;33.393.024;39.025.906;40.238.675;31.639.676;44.568.008;50.602.945;4.456.678;40.337.494;44.420.975;48.169.296;45.210.498;38.500.198;40.673.578;40.386.685;37.191.412;39.046.497;49.685.635;41.640.466;40.496.024;47.375.082;38.281.082
49.197.815;8.944.936;11.822.226;1.416.297;6.923.744;11.912.707;100.642.685;10.965.374;12.828.635;22.456.532;0;0;0;0;0;0;0;0;0;0;30.990.509;7.685.301;0;4.608.211;8.271.989;15.662.651;20.078.381;2.983.855;30.662.103;26.189.337;23.304.301;22.153.929;37.968.854;28.827.597;29.206.528;26.341.312;28.755.902;30.156.363;20.556.133;2.064.122;17.413.742;36.403.387;2.931.564;37.041.504;3.353.147;11.359.608;24.008.781;25.178.691;18.550.874;30.745.013
18.598.565;14.367.754;35.067.463;3.107.985;21.451.914;6.362.013;0;18.903.435;19.756.458;14.697.888;8.701.921;2.213.566;67.172.165;7.002.398;8.485.374;98.153.854;8.146.751;50.468.918;60.078.724;5.707.286;3.861.359;9.251.135;3.469.061;79.126.495;83.334.145;47.742.672;36.806.946;3.605.233;4.545.191;5.490.666;45.204.224;46.147.055;512.973;33.322.705;46.212.466;4.646.199;58.754.114;464.791;4.318.563;4.137.382;3.156.504;41.654.752;5.074.673;6.940.977;65.308.246;42.246.344;4.650.964;4.796.956;31.152.808;5.331.881
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.454.095;0;3.542.112;0;0;71.208.963;0;0;0;0;0;0;0;0;0;2.160.865;7.669.996;0;0;0;0;0;27.837.086;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.651.318;25.035.515;88.684.105;7.397.841;4.787.231;56.645.653;68.401.886;8.774.048;6.211.195;70.309.896;37.015.677;5.418.701;7.890.556;22.228.683;8.374.056;13.272.457;7.051.348;10.762.085;10.217.632;11.096.116;41.671.104;65.186.615;69.539.604;4.251.305
0;0;39.245.598;11.713.085;23.000.195;72.160.487;15.685.917;20.890.071;19.354.182;6.034.191;20.751.041;2.635.218;31.754.184;23.274.857;42.363.004;78.116.345;5.240.272;33.935.727;7.586.475;7.763.689;29.488.035;3.593.319;30.186.235;8.786.644;50.424.667;43.222.034;5.429.122;585.107;6.833.373;7.096.425;7.145.555;8.001.817;77.415.436;7.733.641;6.761.349;6.607.332;71.123.315;7.590.524;6.525.553;6.311.889;71.611.865;72.619.324;8.906.955;7.389.556;79.790.326;69.292.944;704.872;8.628.307;68.366.595;85.469.617
18.560.571;19.023.024;30.508.084;24.082.285;22.480.261;19.084.251;14.273.236;18.405.841;18.614.766;19.736.023;3.621.085;26.773.752;326.66;32.706.424;16.685.812;44.539.636;3.940.085;34.903.766;30.928.314;32.906.058;28.769.037;37.756.766;241.579;44.719.125;38.090.097;28.605.865;8.210.428;9.865.183;1.098.758;20.141.826;9.476.439;18.154.923;22.150.486;1.670.856;12.167.427;18.506.057;21.122.078;96.344.165;10.159.977;13.055.613;83.005.176;10.808.917;19.267.682;25.194.336;23.540.962;10.488.119;10.368.998;12.551.855;6.446.686;13.969.076
6.124.885;3.220.848;5.923.606;7.982.757;29.744.705;88.445.625;53.159.683;46.818.237;32.540.707;59.503.357;44.436.657;18.741.001;4.540.928;100.495.476;0;53.951.538;585.131;0;9.523.196;6.450.921;10.901.394;21.080.313;18.355.488;63.049.064;10.821.692;104.465.416;16.253.789;1.404.504;14.937.434;18.943.584;21.868.492;5.641.932;0;2.171.993;54.241.455;1.092.169;252.271;0;16.026.423;19.536.835;79.067.084;15.683.885;30.577.147;56.670.242;27.934.055;21.293.124;0;14.742.538;1.455.669;15.604.509
97.920.715;8.311.618;9.975.923;11.595.784;8.999.966;7.935.109;7.277.958;8.096.152;80.674.934;15.551.224;9.714.091;11.501.701;91.365.845;96.497.955;12.108.209;101.332.954;10.626.013;7.826.773;14.473.543;98.030.136;8.954.637;11.530.783;85.002.106;119.151.115;10.593.357;97.591.705;0;5.099.433;0;0;0;0;0;0;0;0;0;13.435.489;0;0;0;0;12.446.489;0;0;0;3.828.667;0;8.322.348;0
10.473.203;73.840.564;8.184.054;8.676.326;73.064.087;7.477.234;56.306.665;53.474.945;44.310.303;13.354.849;4.809.232;58.336.774;47.974.966;50.789.563;4.699.958;4.462.017;48.138.275;5.436.743;6.553.365;5.722.109;6.772.201;4.783.759;4.784.714;49.746.823;6.088.288;5.333.014;7.860.606;20.846.172;69.115.625;17.796.665;0;0;0;18.747.418;59.151.597;0;0;24.463.722;40.362.735;35.377.487;2.553.233;47.545.938;6.419.697;0;0;0;3.070.209;0;8.788.873;0
14.073.366;14.554.362;70.254.524;22.170.964;19.072.075;1.667.485;12.504.905;7.996.667;10.046.071;36.096.207;11.674.713;15.275.496;1.182.692;112.448.074;11.247.272;9.822.484;11.416.783;7.006.846;1.702.632;16.446.027;88.206.894;7.462.773;12.979.805;12.511.316;15.106.729;13.934.981;25.824.875;7.129.197;17.728.078;5.521.484;0;0;0;0;0;0;0;3.440.699;105.848.305;51.816.242;8.570.464;14.180.043;0;0;0;0;21.233.532;0;0;0
13.621.651;31.886.562;6.701.824;74.162.994;8.572.367;54.159.763;16.982.866;5.432.055;23.828.018;8.185.281;28.970.005;36.301.517;6.287.883;60.078.186;5.518.995;50.445.026;7.928.289;89.418.106;44.682.976;45.750.805;651.066;7.919.595;4.220.185;5.344.195;12.939.214;51.515.938;30.851.587;3.859.125;4.840.077;47.674.664;5.142.672;46.926.224;535.91;41.438.617;5.137.802;4.660.233;5.657.235;57.923.724;50.332.043;45.535.992;44.030.634;5.001.937;54.151.465;60.249.335;6.169.015;5.505.559;58.399.927;5.408.374;457.602;47.364.783
8.083.687;11.295.578;15.329.424;14.902.245;19.856.403;9.664.415;51.039.757;7.997.013;1.523.345;8.031.233;4.287.349;41.815.784;80.666.176;7.407.039;61.011.814;8.997.763;56.027.813;75.342.285;5.334.316;30.561.436;3.660.025;8.986.372;8.316.561;11.754.012;57.620.197;31.463.339;52.555.383;93.205.414;76.584.875;6.100.008;94.756.604;11.664.304;10.761.185;10.799.767;6.253.334;1.214.584;12.026.678;12.297.528;976.106;8.957.954;12.022.727;1.448.125;14.447.457;12.158.536;15.476.515;11.253.768;11.996.442;12.520.559;9.577.122;16.435.382
0;0;1.949.516;0;0;0;0;22.753.708;2.176.621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.047.184;7.428.429;63.059.452;4.545.626;6.257.062;19.579.448;9.271.217;15.723.729;976.301;32.070.347;56.445.844;13.268.501;27.940.723;7.546.566;18.164.171;3.748.497;4.485.945;12.451.548;1273.33;15.561.205;42.546.257;8.848.445;17.018.022;4.160.391
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.383.165;0;0;0;0;0;0;0;0;0;21.468.765;0;0;0;0;0;0;0;0;7.859.442;0;0;0
3.974.335;37.607.248;3.918.108;4.401.209;36.711.755;34.633.835;307.069;26.794.696;2.953.678;68.810.016;52.694.257;5.364.981;47.153.995;5.615.774;6.845.599;6.590.985;5.804.324;4.883.626;57.065.533;59.368.646;59.174.054;5.966.299;49.959.177;624.322;6.512.374;5.803.037;13.257.652;21.339.662;21.644.423;3.310.204;0;0;114.407.425;0;0;0;0;48.990.063;0;0;0;16.868.319;7.729.201;1.715.159;48.893.555;0;61.285.657;0;5.462.107;19.989.319
0;0;0;0;0;0;0;0;0;3.284.911;38.949.725;19.989.473;38.083.975;35.869.257;18.033.789;35.681.772;19.070.476;40.676.358;4.195.103;4.123.122;45.588.763;37.763.586;20.101.169;2.121.606;36.881.378;38.173.865;0;19.974.921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.361.853;39.630.707;1.539.781;49.689.307;14.547.101;4.317.699;33.568.317;34.764.424;96.174.915;25.458.496;4.067.551;99.222.034;2.079.413;6.243.756;521.724;9.627.341;5.461.222;30.601.453;6.283.534;3.681.676;232.898;16.650.879;6.692.224;14.921.484
5.860.579;6.908.069;10.532.001;9.097.641;76.527.916;5.121.499;49.518.143;38.423.294;40.055.122;20.363.977;12.263.637;8.395.229;9.262.299;11.852.803;13.052.362;14.821.486;11.694.061;11.135.392;10.140.477;10.199.635;89.636.215;12.801.073;4.508.299;15.164.706;120.777.695;8.920.023;36.174.893;40.787.427;39.728.986;5.280.889;49.883.444;41.945.724;50.176.245;36.818.588;38.702.783;44.426.135;4.481.188;46.761.255;35.465.454;36.607.227;29.274.728;40.347.333;4.415.221;56.269.116;63.826.544;45.441.577;34.806.863;43.185.385;28.898.666;44.371.097
17.263.415;13.748.554;40.392.656;47.708.054;23.496.604;39.611.444;17.214.009;38.158.581;19.849.036;131.622.715;0;0;0;0;0;0;19.033.705;0;0;28.975.186;17.571.185;0;0;6.153.839;0;20.996.618;22.207.344;26.792.853;26.541.153;2.639.667;2.436.274;25.753.842;3.303.901;23.000.462;29.876.367;22.654.681;28.619.775;26.359.528;21.376.645;21.122.406;22.852.858;24.495.224;3.070.769;35.897.614;333.271;21.646.742;26.814.526;2.631.784;14.122.148;26.628.632
15.221.388;17.550.351;16.829.604;16.070.782;16.905.133;16.967.516;16.867.511;17.912.813;16.152.107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.743.439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;78.259.106;18.627.903;56.630.077;20.952.257;3.375.129;18.279.351;17.297.598;26.737.514;9.358.438;0;0;0;0;0;18.160.228;0;0;0;0;0;14.362.852;0;0;0;0;18.958.803;26.711.243;2.791.642;25.983.932;26.953.903;4.158.274;3.032.503;2.440.108;24.236.942;3.796.338;62.594.904;37.419.537;31.992.386;2.084.399;36.606.677;45.316.077;31.514.752;38.686.224;7.258.446;20.924.702;4.259.568;28.613.968;30.803.464;4.386.624
0;0;0;0;0;0;0;0;0;6.443.994;26.323.273;2.997.505;24.368.199;2.965.836;3.045.811;25.354.573;2.881.319;29.472.598;35.937.772;33.165.356;429.013;3.767.457;2.026.291;30.634.055;39.504.312;37.223.895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.734.848;26.663.022;28.213.513;30.375.668;23.792.004;25.105.846;8.756.018;35.320.873;11.154.496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.233.017;9.172.154;30.770.465;94.685.657;0;20.050.735;0;17.963.875;12.253.651;32.153.797;25.975.792;22.871.597;37.927.448;38.740.454;9.885.356;2.722.971;60.458.553;0;0;2.273.536;15.333.986;7.918.571;14.353.233;21.972.612
